Tofu Plus Korean BBQ||0.8800000000000001||0.5||0.09811321||0.4938
Danbi Korean Restaurant||0.9||0.5||0.09811321||0.75128
Dae Bak||0.8400000000000001||0.5||0.09811321||0.61494
Sia Fusion Eatery Korean||0.8800000000000001||0.5||0.09811321||0.55352
Yummy Tofu and BBQ||0.9||0.5||0.09811321||0.60572
Bonchon Chicken||0.86||0.5||0.09811321||0.52766
Gooyi Gooyi||0.8400000000000001||0.5||0.09811321||0.53206
Spoon Korean Bistro||0.8800000000000001||0.5||0.09811321||0.7086199999999999
Ka Yumi||0.86||0.5||0.09811321||0.63562
Noodle Plus Mongolian BBQ||0.86||0.25||0.10188679||0.48278
Gobi Mongolian Grill||0.8800000000000001||0.25||0.10188679||0.6345000000000001
El Camino Mongolian BBQ||0.9||0.5||0.10188679||0.6106199999999999
Little Sheep Mongolian Hot Pot, San Mateo||0.86||0.5||0.10188679||0.61476
Su's Mongolian Barbeque||0.9||0.25||0.10188679||0.55936
Great Kahn Eastridge||0.8||0.5||0.10188679||0.89786
Little Sheep||0.8800000000000001||0.5||0.10188679||0.2459
Happy Lamb Hot Pot, Cupertino 快乐小羊||0.8800000000000001||0.5||0.10188679||0.5405
Happy Lamb Hot Pot, Union City 快乐小羊||0.86||0.5||0.10188679||0.49924
Great Khan’s Mongolian Grill||0.82||0.5||0.10188679||0.6137
L&L Hawaiian Barbecue||0.78||0.25||0.10188679||0.1561
Taiwan Porridge Kingdom||0.8800000000000001||0.25||0.10566038||0.48452
Red Hot Wok||0.8800000000000001||0.5||0.10566038||0.50852
Taiwan Taste||0.8400000000000001||0.5||0.10566038||0.51608
Taiwan Restaurant||0.8800000000000001||0.5||0.10566038||0.7599800000000001
Bento Express||0.9199999999999999||0.25||0.10566038||0.445
Mama Chef||0.86||0.25||0.10566038||0.5315
Tasty Pot||0.86||0.5||0.10566038||0.40554
Milk and Honey Cafe||0.8400000000000001||0.25||0.10566038||0.48982
Shihlin Taiwan Street Snacks||0.8400000000000001||0.25||0.10566038||0.55846
I Dumpling||0.86||0.25||0.10566038||0.21786000000000003
Steam||0.82||0.5||0.10566038||0.06274
Din Tai Fung||0.8800000000000001||0.5||0.10566038||0.64452
Taikee Wonton||0.8400000000000001||0.25||0.10566038||0.67104
Chef Zhao Kitchen||0.8400000000000001||0.5||0.10566038||0.1294
Old Taro Taiwanese Noodle||0.82||0.25||0.10566038||0.51046
Joy Restaurant||0.82||0.5||0.10566038||0.70926
Yum Cha Palace||0.8400000000000001||0.5||0.10943396||0.12438
Steam||0.82||0.5||0.10943396||0.06274
Tai Pan||0.8400000000000001||0.5||0.10943396||0.07094
珍宝楼||0.8||0.5||0.10943396||0.07094
Yucca de lac||0.76||0.5||0.10943396||0.06842
Dumpling Garden||0.8||0.5||0.10943396||0.21104
Chef Zhao Kitchen||0.8400000000000001||0.5||0.10943396||0.1294
China Village Seafood Restaurant||0.8400000000000001||0.5||0.10943396||0.47798
P.F. Chang's||0.74||0.5||0.10943396||0.05526
Dim Sum King||0.82||0.25||0.10943396||0.3859
Lei Garden||0.82||0.5||0.10943396||0.47601999999999994
Fu Lam Mum||0.8||0.5||0.10943396||0.24731999999999998
Joy Luck Palace||0.7||0.5||0.10943396||0.49426000000000003
Saigon Seafood Harbor Restaurant||0.76||0.5||0.10943396||0.41526
Golden Palace Restaurant||0.78||0.5||0.10943396||0.50222
Fu Lam Moon Restaurant||0.76||0.5||0.10943396||0.57162
I Dumpling||0.86||0.25||0.10943396||0.21786000000000003
Hong Kong Bistro||0.78||0.25||0.10943396||0.2953
Chef Kwan's||0.8||0.5||0.10943396||0.1001
Li Yuan Dim Sum||0.6799999999999999||0.25||0.10943396||0.66976
Lemonade||0.8||0.5||0.21132075||0.07150000000000001
RocknWraps And Kabobs||0.86||0.25||0.21132075||0.21276
Chili's Grill & Bar||0.82||0.5||0.21886792||0.20456
Amber India||0.82||0.5||0.21886792||0.20611999999999997
Saravanaa Bhavan||0.78||0.5||0.21886792||0.48318
Sangeetha||0.8||0.5||0.21886792||0.56424
Charleys Philly Steaks||0.78||0.25||0.21886792||0.5465599999999999
Amber Cafe||0.78||0.25||0.21886792||0.34542
Chili's Grill & Bar||0.78||0.5||0.21886792||0.6019
Saravanaa Bhavan||0.74||0.5||0.21886792||0.5920799999999999
Chili's Grill & Bar||0.78||0.5||0.21886792||0.5577799999999999
Gerry's Grill||0.8||0.5||0.21886792||0.57124
Saravanaa Bhavan||0.74||0.5||0.21886792||0.5542
Black Angus||0.8||0.5||0.21886792||0.56316
Elyse||0.9199999999999999||0.5||0.21886792||0.7639199999999999
Charleys Philly Steaks||0.8||0.25||0.21886792||0.6137
Charleys Philly Steaks||0.82||0.25||0.21886792||0.80868
Black Angus Steakhouse||0.8400000000000001||0.5||0.21886792||0.8337600000000001
Kolbeh||0.82||0.5||0.22641509||0.24963999999999997
Chelokababi||0.8800000000000001||0.5||0.22641509||0.5444599999999999
Shalizaar||0.8400000000000001||0.5||0.22641509||0.6318
Arya||0.8400000000000001||0.5||0.22641509||0.23196000000000003
Arya Global Cuisine||0.8||0.5||0.22641509||0.49522
House of Kabobs||0.8400000000000001||0.5||0.22641509||0.39978
Yas Restaurant||0.8400000000000001||0.5||0.22641509||0.59698
Negeen Restaurant||0.8400000000000001||0.5||0.22641509||0.6375
Ziba Persian Restaurant||0.82||0.5||0.22641509||0.78776
Stone Stew||0.8800000000000001||0.5||0.22641509||0.56814
Bijan Persian & Mediterranean||0.78||0.5||0.22641509||0.68594
Saffron Persian Grill||0.86||0.25||0.22641509||0.5477000000000001
Reyhan Restaurant||0.82||0.5||0.22641509||0.7772199999999999
Real Kabob Persian Restaurant||0.8400000000000001||0.5||0.22641509||0.8331399999999999
Isfahan Kabob||0.86||0.5||0.22641509||0.74684
Caspian Restaurant||0.8800000000000001||0.5||0.22641509||0.23036
House of Kabobs||0.8400000000000001||0.5||0.23018868||0.39978
Chelokababi||0.8800000000000001||0.5||0.23018868||0.5444599999999999
Mitsunobu||0.8||0.5||0.23773585||0.06348
Chili's Grill & Bar||0.82||0.5||0.23773585||0.20456
LV Mar Tapas & Cocktails||0.8800000000000001||0.75||0.23773585||0.21162
Saravanaa Bhavan||0.78||0.5||0.23773585||0.48318
Outback Steakhouse||0.78||0.5||0.23773585||0.45793999999999996
Shan Restaurant||0.76||0.25||0.23773585||0.5690999999999999
Fernando's Méxican Restaurant||0.86||0.5||0.23773585||0.61232
New Port Dim Sum and Chinese Food||0.82||0.5||0.23773585||0.50898
Thali||0.78||0.5||0.23773585||0.54522
Chili's Grill & Bar||0.78||0.5||0.23773585||0.6019
Saravanaa Bhavan||0.78||0.5||0.24150943||0.48318
Outback Steakhouse||0.78||0.5||0.24150943||0.45793999999999996
Red Robin Gourmet Burgers and Brews||0.72||0.5||0.24150943||0.64964
Charleys Philly Steaks||0.78||0.25||0.24150943||0.5465599999999999
McDonald's||0.72||0.25||0.24150943||0.46484000000000003
Outback Steakhouse||0.76||0.5||0.24150943||0.5783200000000001
Cafe 220||0.82||0.5||0.24528302||0.06314
Galata Bistro Mediterranean Grill||0.8800000000000001||0.5||0.24528302||0.1152
Sultana Mediterranean||0.8800000000000001||0.5||0.24528302||0.12784
Cafe Nur||0.9||0.5||0.24528302||0.18968
Mediterranean Wraps||0.9||0.25||0.24528302||0.10289999999999999
Urfa Bistro||0.9||0.5||0.24528302||0.18654
Evvia Estiatorio||0.9199999999999999||0.75||0.24528302||0.06428
Mr Kebab||0.8400000000000001||0.25||0.24528302||0.50456
Oren's Hummus||0.9||0.5||0.24528302||0.0646
Ephesus||0.8400000000000001||0.5||0.24528302||0.24814
Cafe Falafel||0.8||0.5||0.24528302||0.45762
The Kebab Shop||0.86||0.25||0.24528302||0.7876000000000001
Mediterranean Kebab||0.8800000000000001||0.5||0.24528302||0.6590600000000001
Kali Greek Kitchen||0.9400000000000001||0.5||0.24528302||0.1023
Hummus Mediterranean Kitchen||0.86||0.5||0.24528302||0.60852
Obed||0.9||0.5||0.24528302||0.42491999999999996
Cobani Gyros and Kebabs||0.8800000000000001||0.5||0.24528302||0.5813
Jeffrey's Hamburgers||0.8800000000000001||0.5||0.24528302||0.09487999999999999
Garlic Grill Cupertino||0.9||0.5||0.24528302||0.51176
Oren's Hummus||0.9||0.5||0.25283019||0.0646
Mitsunobu||0.8||0.5||0.25283019||0.06348
Oren's Hummus||0.9||0.5||0.25283019||0.24667999999999998
Oren's Hummus||0.9||0.5||0.25283019||0.53142
Chili's Grill & Bar||0.82||0.5||0.25660377||0.20456
Sizzler||0.76||0.5||0.25660377||0.2528
Denny's||0.72||0.25||0.25660377||0.22891999999999998
Kolbeh||0.82||0.5||0.25660377||0.24963999999999997
Paul Martin's America||0.82||0.5||0.25660377||0.59804
Wendy's||0.6799999999999999||0.25||0.25660377||0.19143999999999997
Sizzler||0.8||0.5||0.25660377||0.44183999999999996
Denny's||0.78||0.25||0.25660377||0.34746000000000005
McDonald's||0.72||0.25||0.25660377||0.46484000000000003
Wendy's||0.8||0.25||0.25660377||0.47866
Wendy's||0.72||0.25||0.25660377||0.36334000000000005
Wendy's||0.76||0.25||0.25660377||0.53852
Chili's Grill & Bar||0.78||0.5||0.25660377||0.6019
Sizzler||0.74||0.5||0.25660377||0.5833200000000001
Bayroot Lebanese Restaurant||0.9||0.5||0.26037736||0.77378
Falafel and things||0.9800000000000001||0.5||0.26037736||0.24074
Tannourine Restaurant||0.86||0.5||0.26037736||0.58396
Cafe 220||0.82||0.5||0.26037736||0.06314
Sumac Mediterranean Grill||0.8800000000000001||0.5||0.26037736||0.48058
Mediterranean Wraps||0.9||0.25||0.26037736||0.10289999999999999
Anatolian Kitchen||0.8400000000000001||0.5||0.26037736||0.10422000000000001
Galata Bistro Mediterranean Grill||0.8800000000000001||0.5||0.26037736||0.1152
Mardini's Deli Cafe||0.8800000000000001||0.5||0.26037736||0.11066000000000001
Zadna||0.9199999999999999||0.25||0.26037736||0.21884
Pasha||0.86||0.5||0.26037736||0.24452000000000002
Pita Hub||0.86||0.25||0.26037736||0.2281
Mediterranean Grill House||0.8400000000000001||0.25||0.26037736||0.25826
SAJJ Mediterranean Menlo Park||0.86||0.25||0.26037736||0.16116
Falafel Tazah||0.8800000000000001||0.5||0.26037736||0.44654000000000005
Santorini||0.8||0.5||0.26037736||0.44537999999999994
Arya Global Cuisine||0.8||0.5||0.26792453||0.49522
Santorini||0.8||0.5||0.26792453||0.44537999999999994
Chelokababi||0.8800000000000001||0.5||0.26792453||0.5444599999999999
Athena Grill & Catering||0.8800000000000001||0.5||0.26792453||0.48292
Kabul Afghan Cuisine||0.9199999999999999||0.5||0.32075472||0.47306
Kabul Afghan Cuisine||0.86||0.5||0.32075472||0.39108
Fremont Afghan Kabob||0.8800000000000001||0.5||0.32075472||0.5500200000000001
RocknWraps And Kabobs||0.86||0.25||0.32075472||0.21276
DeAfghanan Cuisine||0.9||0.5||0.32075472||0.5101
Maiwand Kabob House||0.86||0.5||0.32075472||0.49316000000000004
Maiwand Market||0.8800000000000001||0.25||0.32075472||0.5434599999999999
De Afghanan Kabob House (Take Out )||0.8800000000000001||0.5||0.32075472||0.51038
Zareen's||0.9199999999999999||0.25||0.32075472||0.10536
Rangoon Ruby Burmese Cuisine||0.86||0.5||0.32075472||0.06309999999999999
Gulzaar Halal Restaurant & Catering||0.9199999999999999||0.5||0.32075472||0.68038
Bengal Tiger Food||0.8400000000000001||0.25||0.3245283||0.51272
Bongo's||0.86||0.5||0.3245283||0.6003799999999999
Amber India||0.82||0.5||0.3245283||0.20611999999999997
Little India Cafe||0.86||0.25||0.3245283||0.38448
Sankranti||0.82||0.25||0.3245283||0.5751
Darbar Indian Cuisine||0.82||0.5||0.33207547||0.06482
Curry Up Now||0.82||0.25||0.33207547||0.06936
TIBCO Cafe||0.8800000000000001||0.25||0.33207547||0.11578
Amber India||0.82||0.5||0.33207547||0.20611999999999997
Broadway Masala||0.86||0.5||0.33207547||0.22494
Kasa Indian Eatery||0.76||0.5||0.33207547||0.21294000000000002
Passage To India||0.8||0.5||0.33207547||0.21996
Himalayan Kitchen||0.82||0.5||0.33207547||0.34631999999999996
Dosa Paratha Indian Cuisine||0.78||0.25||0.33207547||0.23146
Amber Cafe||0.78||0.25||0.33207547||0.34542
Madras Café||0.86||0.25||0.33207547||0.36404000000000003
Chennai Kings||0.78||0.5||0.33207547||0.35146
Sakoon||0.8400000000000001||0.5||0.33207547||0.25373999999999997
Everest Cuisine-Mountain View||0.82||0.5||0.33207547||0.33426
Annachikadai||0.8400000000000001||0.5||0.33207547||0.33108
Chaat Paradise||0.78||0.25||0.33207547||0.33464
Biryaniz||0.8||0.5||0.33207547||0.25018
AappaKadai||0.82||0.5||0.33207547||0.3653
Zareen's||0.9199999999999999||0.25||0.33207547||0.10536
AROMA HOUSE -Manakamana Catering and Events||0.86||0.5||0.33207547||0.35350000000000004
Zareen's||0.9199999999999999||0.25||0.33584906||0.10536
Bismillah Restaurant||0.78||0.25||0.33584906||0.51058
SHAH RESTAURANT||0.78||0.25||0.33584906||0.37534
Pakwan Restaurant - Fremont||0.8400000000000001||0.25||0.33584906||0.80444
Chandni Restaurant||0.76||0.5||0.33584906||0.57034
Darbar Indian Cuisine||0.82||0.5||0.33584906||0.06482
Zareen's||0.9||0.25||0.33584906||0.26584
Shan Restaurant||0.74||0.25||0.33584906||0.49328000000000005
Shan Restaurant||0.72||0.25||0.33584906||0.51878
Shalimar Restaurant||0.76||0.25||0.33584906||0.58786
Noori Pakistani & Indian Cuisine||0.7||0.5||0.33584906||0.80426
Shan Restaurant||0.76||0.25||0.33584906||0.5690999999999999
Gulzaar Halal Restaurant & Catering||0.9199999999999999||0.5||0.33584906||0.68038
Amber India||0.82||0.5||0.33962264||0.20611999999999997
Rick's Cafe||0.86||0.5||0.56981132||0.187
Coupa Cafe - GSB||0.86||0.5||0.56981132||0.06416000000000001
A Good Morning||0.86||0.5||0.56981132||0.18903999999999999
Jeffrey's Hamburgers||0.8800000000000001||0.5||0.56981132||0.09487999999999999
Shoreline Lake American Bistro||0.8400000000000001||0.5||0.56981132||0.2985
Sky Kitchen||0.9||0.25||0.56981132||0.43908
Starbucks||0.8||0.5||0.56981132||0.08084
Sumac Mediterranean Grill||0.8800000000000001||0.5||0.56981132||0.48058
Local Cafe||0.82||0.25||0.56981132||0.47658
Wahlburgers||0.82||0.5||0.56981132||0.061900000000000004
Eureka!||0.86||0.5||0.56981132||0.24841999999999997
Madras Café||0.86||0.25||0.56981132||0.36404000000000003
Top Cafe||0.8||0.25||0.56981132||0.524
Oh Baby Sushi||0.9||0.5||0.56981132||0.18602
Madurai Modern Cafe||0.82||0.25||0.56981132||0.42268
Fairwood Cafe||0.82||0.25||0.56981132||0.41924
New World Café||0.9||0.5||0.56981132||0.7793800000000001
Bill's Cafe||0.8800000000000001||0.5||0.56981132||0.53342
Hobee's||0.86||0.5||0.56981132||0.44894
Venus Cafe||0.82||0.25||0.56981132||0.66228
Nola||0.86||0.5||0.57358491||0.06552
IKEA Restaurant||0.82||0.25||0.57358491||0.19888000000000003
Kirin||0.78||0.5||0.57358491||0.2652
The Van's Restaurant||0.8800000000000001||0.5||0.57358491||0.63638
Dish n Dash||0.9199999999999999||0.25||0.57358491||0.36022
Wendy's||0.6799999999999999||0.25||0.57358491||0.19143999999999997
Dishdash||0.9||0.5||0.57358491||0.39692
Wendy's||0.8||0.25||0.57358491||0.47866
Wendy's||0.72||0.25||0.57358491||0.36334000000000005
Wendy's||0.76||0.25||0.57358491||0.53852
Joy Restaurant||0.82||0.5||0.57358491||0.70926
New Port Dim Sum and Chinese Food||0.82||0.5||0.57358491||0.50898
Chandni Restaurant||0.76||0.5||0.57358491||0.57034
Jack's Restaurant and Bar||0.86||0.5||0.57358491||0.5799
Oasis Palace Restaurant||0.82||0.5||0.57358491||0.41294
McDonald's||0.72||0.25||0.59245283||0.46484000000000003
Sultana Mediterranean||0.8800000000000001||0.5||0.59622642||0.12784
McDonald's||0.72||0.25||0.60377358||0.46484000000000003
St. James Gate||0.8800000000000001||0.5||0.60754717||0.46738
Alhambra Irish House||0.86||0.5||0.60754717||0.20886
Lilly Mac's||0.8400000000000001||0.5||0.60754717||0.39712000000000003
Rosie McCann's Irish Pub & Restaurant||0.82||0.5||0.60754717||0.62404
St. Stephen's Green||0.8400000000000001||0.5||0.60754717||0.24902000000000002
Fiddlers Green||0.9199999999999999||0.5||0.60754717||0.7247199999999999
Molly Magees||0.8400000000000001||0.5||0.60754717||0.24988
Fibbar MaGees||0.86||0.5||0.60754717||0.39783999999999997
O'Flaherty's Irish Pub||0.8800000000000001||0.5||0.60754717||0.7511
O'Neills Irish Pub||0.86||0.25||0.60754717||0.62044
City Pub||0.8400000000000001||0.5||0.60754717||0.21904
British Bankers Club||0.8||0.5||0.61132075||0.10076
The Oxford Kitchen and Gastropub||0.8400000000000001||0.5||0.61132075||0.3968
Duke of Edinburgh||0.8400000000000001||0.5||0.61132075||0.49892000000000003
Jeffrey's Hamburgers||0.8800000000000001||0.5||0.61509434||0.09487999999999999
Cafe del sol restaurant||0.8400000000000001||0.5||0.61509434||0.10034000000000001
Amber India||0.82||0.5||0.61509434||0.20611999999999997
The Fish Market - Palo Alto||0.86||0.5||0.61509434||0.13942
Fish Day||0.9||0.25||0.61509434||0.57696
El Camaron De Sinaloa||0.8800000000000001||0.5||0.61509434||0.16806000000000001
